Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted
Lenovo,3.8606662227835846,16,1000,15.45518499704253,3.999851254638117,32319.90329556232,257553b21fc8dfb0c9038e4e017c54141ced34f0cea000bc55b45ed67b9f7caf,gAAAAABn8S9p_GBZF-Qklsk19vzyP--E6_EMeXV_9RPW9PiEWctDwrJtYNlPT190ZKQEqGNyXCIfS7MMd3g523CJpr9tHvtcz-_ZOT5ezcAAeKcfAm0XhZY=
Asus,2.6855355416436595,8,1000,11.459814838851493,2.358685993256169,31872.56841517933,88b8838c7d9127ddabcbe35272ceaba4a88908a3afd270091e7a5631ba614f3c,gAAAAABn8S9ph-FhJzjn3JERWAfjSuAhceiYHksNop_EInOpz_x5-DWdYvyqriqwmpCkiB3pcFRIlj3DLODDJCyXbdIvyxPg7fAgWzs_NkNt7_fFLdWuYas=
HP,3.655106627473284,32,1000,16.23581481528101,3.717928559346754,33229.673457835015,9237c8494c5c2cb74588b9f0ffd3d940b2c813a6c9a42c25a167031a984e446a,gAAAAABn8S9pvDChZNE41C1vaTV9Aj5OADf29OU_AHqtI3ul_gWWEBrBSjiX_CUqeTWobKn277sYLMeyQdF3HhkAJmwz-0etaB7Nl6pu-DaZxjWas_g25MI=
Dell,3.611373496337676,16,512,15.968700974038056,2.770230488929274,17242.828225910383,554e5643310b0222cfe5f8bb78af3a66363b858f8f23200057857f5dcc6d0afa,gAAAAABn8S9pHQZ8W6CcCCUu3-eukkTCrqRvSniS1J5bjlqQe3jkaQHGp29XvjIWKmpYkAFBJ0wErrIe8UgTxEPkNVQp4C1P_Uv6U4U4A0IkSJnZ5ESCCu4=
Asus,2.297751183108139,4,512,12.296360697468598,4.412287008900778,16631.41956585275,20b351b6b81207270ec64448df34f6584ca52f71806f8056a1a0c8d015d45299,gAAAAABn8S9pJQXl5ITes7PvLpD17M9hwjgkAgFAkFF9uNVG1cEdTcAAz2pJNMyI0FTqp5NOT0IHhw0CSoW6XoOJybZmjrtUjUmhdhTrf8fge1TVBZ96hI8=
Asus,3.572288685376693,8,256,15.855946389711574,3.2778131254008183,9925.178427088164,066b9c2ce7c68dcd298138d167f02776bd7ae7f151affb7de72f373ac3ef278a,gAAAAABn8S9pt0R673hICsV19ucPusOmXQVUN0pl85HsZ4Y1N4SaYMMXx9s7DbCN7Ynq6UH_BC3T-RAJ5pofQclu3q1YVmSf_NecQfy2ceWm3Rz2shxedWk=
Dell,1.5925190867887316,32,1000,15.718146398368887,4.984052495589461,32652.89807631292,a4dbd5602244ca2391963eff1ee39308c05c2b1e44ef42aeece01a08e4872c59,gAAAAABn8S9p2YnZLELrLylHFU74_uXmBDDPiez4r-8gHkWxRoK9hHLHU64qrtJfR7LITg3cUPfRNy3njUH2yqxsfXhatXQRtmLXDN1y92tirF_lBM-LuAw=
HP,2.9906746962051325,16,512,14.793299586523696,2.277501313816892,17595.709114375557,58a6e26eb0b51febe2a3f6bf712710d9f53db253905b2b607632ce53e3a41f02,gAAAAABn8S9pdWOTUfOWDMKE-bnzMl2obZ0U_3ReZxSLE8Nei8xEnxkzk-Gg-N52YfN1Jr_Ls220-IMQQMLpH6QCTQ30JFhVVAAWN7k4SXXRc7BcwwOyRwg=
Dell,2.075022093219258,4,256,13.241121061398124,4.341043588220476,9340.21826144707,3e2139594d7c5c17e70d0a6a788c2d3c4bf8d2dafac666bbf3ce999d2c840d41,gAAAAABn8S9pUCBJN9q1uSO_7MIFuvcSb6Wy0SOSPNwlRZ-aecFr3lebD6xsIARoDPP23epdHdHrAKLND8GgAPjya8kOP-H-klJyrh15dtSBq-z-_vmYC3w=
Asus,1.801417214443197,32,256,12.628992525091206,4.02110520062647,10321.729413074818,db98a423685c9ac775f843882eec0812adc87c34d8e6f37b4821e022be0e97b9,gAAAAABn8S9pdgLFx27LKSR6XesFeYHqO4quFGvjR5TnJs-JfSQHtPzNUkOafuPJIx4SeDBP4x3NUj-jSjC9lZ7o1jV-JPoeUS5bAruvUSriWkUpk9ON-nI=
Acer,1.6923830040730228,32,512,12.3907015417361,4.302496491772116,18161.471638723186,c4320923bda8bf84ab87c1cddb536071378146bb65d01a575a69e13ef2abd80c,gAAAAABn8S9pzsdEhAzF6NjjYCe6ZGTlhI3bHjAB35xynB9xoEQwABJOpEgZKuow-q_3RW8fdAVFuLTw69DgV6lU4GI4JWEF83BJAVzA5mr32MuZt6HyHqU=
Acer,3.2407219396953493,8,1000,12.911653776581645,2.922589386471369,31859.430745037665,98ab918c2d2c3d991dd3fc02052627a9960c6139db39133157ab5e912358287a,gAAAAABn8S9p8fBtUIYEI_wN9AaU7mfgPQtxFjmxyojp-A0kaV_74pyd-6BPGRbJX4Kwpf8HlcHWy9HPzau5b6F7wJjtWkTcdNT0MeTs6o2R6L0pDWehI-w=
Lenovo,2.3496874094201656,32,256,16.42135066059518,3.4761634681472016,10668.632633116544,eadb34d02e45b7762bb17233d346a2c2bfbc18103d9a7035348104bbbe7e68bf,gAAAAABn8S9pzNeIJziYG9qQEtsDuL8lqMNC8fg22DLla2l6bxOb8vgwbhL-ocjSdtzoyiBZnaIWD6SX2XZF2dexWoyVvnt1uD4rYOMN8oXkD9ol8eao60A=
Dell,3.311916928821904,8,1000,11.465844655932688,4.389525559171125,31823.648154658014,cff7f0561a5ae6dc33c7c71b4bf4ac20c9242329fffe1fd64c983cbe5d992c8e,gAAAAABn8S9pFsBSrPv7pRc1BicpKC3PzR6WuyEUldeWAW_HwlEMQF3r8ERbxs91Esn4VcrIXcBFgQWdl0UZJa8stk2ZMDyvOhtL1uyS_S-lJJP828ewj_s=
Dell,1.663390851997356,16,1000,15.973227657517752,2.697623994862565,31815.64050789825,e547a30722d21b7def5c694350ef2f6b1e8204749db5b14591ac81338e49e19f,gAAAAABn8S9plEoeK27sjAcLigChVxvzbynWcm6CVOwugRsCA-_zH5Xrmct2KBZfvNsSQmWGneZH8huONg5MKHAGc3gYS5_MKB5Ah5wmQjrSsvmcmf5PaRE=
Lenovo,2.288225844576526,8,1000,13.093340450250942,2.678099590365956,31503.17147173213,80d6e9d20c3b1f194db8b7a03d4782d94adb501640b1632557cb1dd759b650d1,gAAAAABn8S9pV6BZAzFAqNiToZnSNH3RnffhfI3-Ab2si8-cgP_vNvX8a3-HAXGxi_fRZy-oeaQao6Ds-2KpCBdT--97aaCUhR-2rYiuk7MCbRRQDkXUzro=
Lenovo,2.848728230938343,4,256,14.12959637606815,3.653152859884797,9024.89080903652,7648804b7ff986bd6c0f6d55876f292cb29dffebb00fc24b4170a725788569e8,gAAAAABn8S9p-IG2B8EW8cXUW8kofv_y8vZYZUgSB1hc1suBUmd3yKpKIDpFou0jr4l-L-Fjyo2RhStSkRaP566Ub8JW6v6Kc2eZB65DqKnGKgHgPc0q7p4=
Lenovo,3.476807912097409,8,1000,15.766913801890944,3.570690738589567,31547.05112729735,bbd1c1a62a89ad5c9006bb8c75f4fe301c2340541b3544f22a95005ddb5ebff7,gAAAAABn8S9p4262IAMVHA7dpvlzwQiRwm3yX4gJziwb9u_HvAjrIKEdvea_IXkoMQ4ODkVbX9gj7LdRsWZjPCLyRmDKsbH2nY5Vexzvhz5aMHWKWexQVV0=
Asus,2.296881257330175,4,256,16.306259282137827,2.8467874112387985,9385.939545131734,8fc4372bcfcc66c7783442d25dede91263d7fab8015d1ad2977cc5130b13f65b,gAAAAABn8S9pD-Ze8Ba2GOxCHBVra9FaFKTeZa_S6UIQnbKG-6MrJpyyVWTd6nNyiTHyGtwiwOLvr2VJrBi7DyZppeB8udgN0BJlCQzePlCyzUTRw0DhIl0=
Dell,3.064728441092522,8,1000,13.06868852043588,2.8942269515744683,31747.39378248772,65ba05738b5902c34f1efa1e095b733334072007c7886d409dd3f8d51d121c7c,gAAAAABn8S9pXuaYTUSr7nIOIHRd4MP3jKHcSdtLwKZNfsrui5XURioy5ctnQ-pphYRn_WMSdmmRnjXU_jFsTKiPFdAHzeV4XBx0RBpCTRAOlJp1ok9rZ1c=
Asus,3.714944370590468,32,256,13.771060887650664,2.8335354896196963,11008.9067734798,3171fc32f728df6d7eeac7bfb7c4ca4fcbb609e14c3c38c5cd82e130f6600974,gAAAAABn8S9p2vxWljn0FXQbmksb-xkM1NuBkELk8YqZ1smHgB4IT839i_1L-AH1Fq20r68UzW4vYdawcf8R7TlAu3SUElbPIZGunjD92x4Pe2X1nxRpqm0=
Lenovo,3.039657970455761,16,1000,13.487096388900753,4.314536185995463,32447.60269492614,a6ba4d017b30539dc5fc56047c041eb11094513b7a7fa1364dead54dfe055a2b,gAAAAABn8S9pf5UMINNZebA75kEmspQB7zMFKnXoMfQDsjUvzoiWgaPPuW19kFSoap-l1qJRdq0MwcmTlu47_Bb7XSBwHixZtKFM-o-50b6lb4Y9VXnmvhM=
Dell,2.082398686884084,4,512,11.079506201023465,3.9557025966873818,16669.19633161232,ff769ac2a778766634454306d3077f81495fc1bcfde7484f95d830fae5bae1a2,gAAAAABn8S9pYfrQKqXkWEc3iGkLuT4prKLMvRMIHaLKjbmyeUWYEsQbHrpiEuImYOswDA1HLeIM-DlDPDU6ff8MV_u5qOgeierQX1EEDaoU4aXKE0KLZ6M=
Asus,1.561001953891345,8,1000,12.77565733315194,4.497251550230758,31160.04319560088,1e5a767a05d20ae91e13c5b6301ff11a7604a447ac91caa2f56d143f55c0123a,gAAAAABn8S9pGXYQfLgENTQMsOcAO87qjltcd1zTkpW5_T7qnPr_gGBCOoplrQdg26if1AlNvSQBENvaLFEKkpAb3Wh7JBpN2UAQu7z7uOv081zS_M4yrWk=
Asus,3.6752471847523247,8,1000,13.755135402395371,4.926419084942065,31821.65032497846,44d798dfe8752ee69b74a37182bd7fe24bb3425e668c0384753f4979c2ed16e6,gAAAAABn8S9pVhLGXB8Ukb4xVhJsREunjbqnDQYayMgMBuyma1UlDzPGAbnAnEoTeNINm0KWah6OFjKlNyjnRtl8eGqFpu3jbtsIhhzfwoFG8j_rCKQbYSM=
Lenovo,1.553173527125968,8,256,13.46656165328264,3.422492888815959,8991.512288250062,54562d26b7852cc34bf1efd5bca15cb6f7b29a9e7fcd76bd5e680da7d446b4fa,gAAAAABn8S9psV-0KYlV9xhgUc5HXfLyA7KjnASw1bLe60xubfaJdzNQ_j7HbeyaVkkly0oBW6rU3NzjrZwdxBXrkmME_t5rzF1SsoCwFKzKc1zwag9kg74=
Dell,3.6867541817104983,32,256,15.331575365094077,2.2000816442163464,10405.95143539082,9a258c7f121244ae9530b04102556c047983a69dfbad43f9e73fa8c5d9cf1e13,gAAAAABn8S9pVhFee5xHyRIKTVEr_18X22GmKUKBoOQuGw1g5O2Y475-4K-R37EkU2KvEg3FUhJlwj_3a39nHbG0AuXBi7YdMyZu-yvwHo3MV_9tSDUeFLE=
Lenovo,2.8223428350680297,32,1000,13.308821703326618,2.1442769312361065,32808.856450782005,5682c798e3881525e658a62e21d2d6cab035db9f03283c908c82c81face42cae,gAAAAABn8S9p-tLbeB-s1mQY9CAaag9WInQs4gd0sWt5NBXXssakmMs2u0NnY9cifayn_QJD8M-mUIRhLqRWBxaUJn6EpZ2Gprar9rz9-Gf-g_iTKO4jluY=
Dell,3.8476692462822406,4,512,13.93625869382402,2.886995117814857,17065.081629541877,2b953528d9b0ac2a916b57c950c329bf4d182646b149118092c96397186bdf3d,gAAAAABn8S9pmcYcrKg86wVeDdv0f2yJ_Rcl5XPUCsu-w9lROYXBuKi4DRU9RuLdnBaxP6sSL5oE48bUgJHe8OKgWGxxxDIwcs4IN03XzNxua4xzzgjPZeQ=
Acer,3.4969580894341634,4,512,13.57765155279418,4.797633768057352,16854.30343210921,1dc230c52c255a21dbc6fd7ba20a6e8306615632fad9479d9afeb82556780089,gAAAAABn8S9p8Rscyd5YhvxuXr1TQyF6D-7faC8BCX7x0Gzq0QSH7cNpSe6z7WeQG00tcw_HmJc77KTo-PDvw3gOTDWTU07SuMpVXWza6j47hXDN9K9t_Bo=
HP,3.994835276333344,32,256,15.443756893366224,3.5696391649126245,10697.836784094568,3d99fd68579fbc74b24a9c178ca3dceda2e55231ea9a3042763ff57c7678be64,gAAAAABn8S9p_VWG2n9Zf_cyXD0WTlXGjq13AEpA3IstgyAH16jwFO5qedSzHC61L2ohwhah4Wm33qidV6xKsxVpgQM92NkdUvgDJbO43XPfUodv76jYAHU=
HP,2.3767795386292754,4,512,16.177834393921774,2.8153595482403877,16575.251835695293,4987a653db2ec2da89baa796b4f819d70dad4a8cb2636f3109769eab03eeec05,gAAAAABn8S9pZZ9nBrq_VMZL5UC19zHQzMV4eFD2OW0vypItgyBwLnlLqZN3G8YZvogDFF_dQdaKvg6sShNpiptg9srba6H4QhyxfI9f_mjsbc81q6eBacM=
HP,3.417970722327817,16,1000,14.191334474045084,3.1975003835330584,32274.63025978199,72e5e5fd4de6c649c04d8b83b71974af41467baaa1badc727e1f73cc292e71fb,gAAAAABn8S9pzg0C0OOf4ssdmly4UY3kQRP7tzniGjw0qO1vUiVD9ajD8m0y1MpIoHdCkfTE4b_bt-YwiHIp4xpq4uhwQujAoZXFPv28gMRBHSDCiGQqGjk=
Lenovo,2.504827284023105,16,256,15.736593165171149,3.795785322214012,10131.593323529152,6173a2d3f23ba10e762a5bf79e455a34ce7bb4e27f6520c58decf880b48de902,gAAAAABn8S9pxf0YZwIgWCHKeX_mbCL-vw28nCR1AZMla21ryMXCl6xVJ6E8rajA1NdppntUQNDJrZOjh-PFdYdi-3ozq5TuRcRe-PzO919GQZBRlgDIXtM=
Acer,2.699689050759772,32,1000,12.780720092119104,3.9588489744135273,33111.68849986043,bd7f9ea3ab0e889c782aa02a5354ad5d824aaf4741cbac82224e7902f5eaa485,gAAAAABn8S9pKtW-PgtU5llqnyeWbc_dY8FFCw7cUpLXlv0Psh5hp5qBNguRR_AYCAiktXUYuFk2-yOUQPys1AeTFJZvepCxKkvxyt5rTFXvECPIivjHk5k=
Dell,3.068763658045925,4,256,14.248217660943611,2.461758529348715,9384.824877131963,606e0685478682300f2dc6f56b09422087ccd3eb16adfd50cbc3ec3c2ee67670,gAAAAABn8S9pwl6_OzseLF0FgBOU0A7Sf2RAjNzi9BufbgHqysYW90XgbZrllugi_1L-r7QgtOmRJagQogjmSr9yKqmWCSy4wUSaEWx7jllzLONUENUtz1I=
Asus,3.684192785465847,8,256,13.071379722019834,4.931095029635528,9664.037025023415,5d92e90c1ad55624f6da0714fee5e5b5cb30313e58d51a2962e6e7a14218718e,gAAAAABn8S9pW1uUHd2i5s6ht1ZxG6hq0c4ur39Rgg0eSKx3VuIhzVqLwyBqU_fGYOdgO-9UOJLcU5ASeDKG-8z7HLyZk4-fApfYho041lOVgc8TpzfiN1k=
Dell,3.9602086729982378,16,256,13.485205553430982,3.6343166809483662,9978.874050006958,31572cf1273dbf0f3c33b7c449e24709dd66cd349c13962ddb8ee28bdd5f2d85,gAAAAABn8S9pzkwPtKC7vH5o7bF_3W8aMHjsCE16eo1fZWfdhRPkfdQHgmjJmRAZnNIC5UXErJOiX0wMDgtBEZ9PUkxo6n6LNZESmso0NJRU1kItdGnDmnM=
Asus,3.420683534661296,32,256,15.394483188876013,2.407064953376838,10387.0530853186,cd9c55087897b1f11ba4f2b10d5ffffe8e1ac5c4d1e84d9229dcd241b2842485,gAAAAABn8S9payoeW9gM3jE9E5Sof9rc4IKLP2Tr8th79nWycYU8sfyZzbAj00LyA_Pk6Q-4KoN4MB5cEb8ocNaLm2VvpEt8AzFaEpCDgCT4jPz1wq_aAS8=
Dell,2.5444169554183347,4,512,16.289974893996277,4.680905760038401,16773.987493471064,4b4d9af5cf44f71c3a086498175628d71767d97eb93d79bef975901addc29658,gAAAAABn8S9pB3QgPxC0UgaNqpAsHQkCZ9uPGYEQqpucr99DuYw9HzHCayG2FD_LItKY44PoDmdRcEUBLLKAjZrn--xv5DPmLVUCYDvEageq7YoI-q-MXIQ=
Acer,2.5533925056926754,32,1000,11.728972346526591,2.2239152932382864,32629.16325767026,89640625fd7e47d7a75721a16b4c76bd0fb05171236cf758575b88c0839f8a9c,gAAAAABn8S9pLKwK0pk4VVuCKIIEHoF4rFIpnilIpiaUsWTlqAIR-zuUuNKLmTMlgjk2lQRBB7ryWaQuWWP7BwX9baRiVghzOsL7RUz65JLn_mOEzTHX7vo=
Asus,3.343955753972229,8,1000,14.807835538924284,4.723206299532539,31848.655148446676,0d766f738ffcf8a89d22c92bc12f31574660142662b5363e695374aceade8930,gAAAAABn8S9p3nu5JdXlhTrp1l8tLhOza6H0rocTMWQ3NOIJiJCwYMoVlJGX97fxOvaVK-meyVTN4WoZ0sTGvlwJ1LKi0y2GMhCp3PE7hLE-qdjfrhVLpeY=
Lenovo,2.096942864420756,16,1000,14.49286284546679,4.989696968866947,32205.99180089257,628715aebc8c56ffa12395eb88d4c2ec1383d31c38bc077896f307ba0854feb9,gAAAAABn8S9pNMltYvFgeLq_xhQGgeONo3tTmywWT0muHV9viZHfiVhGgAmh6yACMPYUZVp4lsuMl32qmVy8MJn15TnM8qtRJpV42pi74AMz16EFYYP2lIk=
Dell,1.7761852828284868,32,256,11.710490235055593,4.101295397469512,10723.115825341803,b33db90d1e2124a6a45e71d3422b76e6a5ff037134a64784980772703bb571e8,gAAAAABn8S9pvqVx0MazHcEbm5nHzKIMeJupQyMGlLh38d96cscBXD3KVM3ODnV8wsng3hJzz-9q56xLVrJxYUUonE6Cp5Pl0EKZQNhJGbhGRhyFD3gk6WU=
Dell,2.3865553941019413,32,512,12.271365982640654,4.311341663221969,18152.54918807709,a9137405b6d56b975e77c3fa006ec9ad0dad209b8977acb4ad9c0ed9b7009b20,gAAAAABn8S9pmDs-v0DQKwPRIzIqdJhteC9Kso3C9iMFh4gAdseuQfAzbuG2pm7NvPgUIj1mn1mw4UPQZxhsiTcbLVqLGRsaBpAoxTbXuPxdqYkvh-ubVrM=
Asus,2.2180974791352046,32,1000,12.86601496839608,3.011908509402459,32437.38944266547,0783b79a3c9bf2423ca8c6179b3b661f79295fd0db293c607c6b23e19ce060e3,gAAAAABn8S9pK160Q5T8TpPTfVXEbOomhz3l2ITiyQk5rkNkaFAegNRivFmo0Heg7yRvJ8rNVp-9EG3xByuL78wdS1e6b9NhQBa_8vhJ3AeRtnWHM3BbEsk=
Lenovo,2.240770301139975,8,512,12.001586424905009,4.824730558201802,16912.47369317647,a42bc0bca32c5072af86371548dab1ca173a6e080cd5e7a5cb86276f4567ef65,gAAAAABn8S9pk6dtMGfjR0ACZFHjFACZvV3lGKomLvYDgxTfV9_T8GKN3sUhl6gyDJs67n3P8K3EJytwKcZDFWNsaN2KP2Gjw6tjduiaGSiZRwAOece_dEo=
Lenovo,2.084019377624774,32,256,12.46237689514605,3.589141898325103,10428.1312270273,a60f3ea9b58985baf6fd1274a437dea26c5cf87886434444a988beafd0a2147c,gAAAAABn8S9pz3AjUJH7JbYwJsfPCGzxzfCO4qFftIo1QFhXiLTiExGKnpHaFEFZ7Q8UjvohU0JjRiBo-Ab9Wjz_mYTz2isL9cxFrJoSIDtNmwCD8jAbCCw=
Acer,1.6052329740909048,8,1000,12.605604793170246,4.197165339792665,31566.9558113889,73edd490b07fb17d0811579a7f3c2b0b64e26a9521cc5844aeb1f209ba380e5c,gAAAAABn8S9pEk_DRHA9WWCK9O4wgS1MbXwly4TByWOBI-1fry2cfmoAxrJdLsUKB5ZOmrPyVrp9X90W8Gl1w93wPQlc7ORj4YOLraxRXoWWgG0fCeJ6rQQ=
Lenovo,1.5446848368335346,8,512,13.014042998234356,4.772323147733839,16777.65548577389,e61ac26691fd34939c3b2c44a300b6f0f621c55d4ed79c1b64c5834f83fe462f,gAAAAABn8S9pjj8kwTFPnTySAdVgk4h_jicKVn0SNgzoisbvWWrICeiWfgKYWIHbI3zHLdPihoafRBEbWAO8EkYAulWV7QeEqYLT5E1k0c2Q-fqPossg7dw=
Lenovo,3.969305974340079,8,256,15.496342716806954,4.9255399279265255,9647.836304717026,cca36690af5dcc5f015ce89654185a2191594bea2f2d5fbb4b47700598b61136,gAAAAABn8S9pEMvFbvJVfeT7UnSURZOlXzX41o0-jGCl23gbaJ69oXvpV0b1NGApfwK31ggMnEb3u6DChZ3nDwqvA_x9Q_o8PIFrTAuiZQ3iOxCjXFI7sCc=
Lenovo,2.569432834339656,16,512,14.431473223103604,4.499613069790023,17291.107749054692,911455aa1e32bb73cc31451f49af4fcc287cfe2bd836b8fe555d6a4b66d02cd9,gAAAAABn8S9pklSZs0Tki4HyQC7mLQcXCksbVuOfMKfkDg1ySs3I6Fcey6uaWu1-QJlVcZs9cv1HK5P9NI1ojjmn-gwDmXNL3LcIbdqc8E3uV3UQwf8CbKw=
HP,2.460816617899204,16,1000,16.917480031708408,2.90905252094609,32039.04200238277,6921e30312aeac83af2bc08f91981c6011391df32225cf0137febdb426b3202d,gAAAAABn8S9pAemW1wVEC9LVYjNGHww-0y15-9ppdHoqyCznODSJDZ-KL-fT3GqqjKUn-7xBorh1ea78WtAZJO71opH3UTmxkuPhqox9VjgYpuh75hmqlTs=
Acer,3.199118206732675,32,1000,13.488414961804828,4.899642549656248,33063.24200044911,588d653ca9010ed54facec233ce9c95135085de24d63e77dff39ccde455b30ac,gAAAAABn8S9pnVmdzipbdsYMRTHLikOdP4yWl2UkKyDKlsM1FLK_dHoMdSZXk59rHFtXVN9Vzbg5OFdodTPiq6QrApqY6FY6W_PWghokFq5b03MHXgLHzok=
Dell,2.0456347196626603,32,256,15.52319044302155,3.884358593730716,10059.050423626955,634e71e45893b13b1a5c3a1731fb8a7c80e51b0b8d699179a8919051ffdbd39e,gAAAAABn8S9p7tOG8qL9TvICEACNFFiZOFZM9E9ebqxXXP2lJ6yQmu9JJSDShWZMyDkCHfOoOP_-xdUjIdf1hxFxBh1XkDZPsbsouztWUPz62ef32H_xjDY=
Asus,3.874902959875564,16,256,16.228810528259203,4.79192742905588,9968.179815116977,b923c3877a64673de1c2875de1fe143115c10749ca7551606eea4e52132d02fe,gAAAAABn8S9pi716u9wh_6mwAGnlJKs7CWZBz5noXtxw5Pleqwp7mt11BZn1dRKYV1qPpO0ujJ9_XcxyN1D0Tsb5mSIYeFneQkKruyVfLt0h2s0Vuh93niY=
Dell,3.4658625360388804,4,256,15.073870958228252,4.028315077443056,9471.946769197091,e480ec29bbc7533d0dde221ef9b9c054cfb74ccb61f149fb0d20a8c2e006c84e,gAAAAABn8S9px9V58mbSZZqwuLfDKmJtYvoydu9vmTn7gNTOGm_DN6kQHPyMSmIRu5kM6FFC1gl61nAu05xAWkCxBEQvMjVnlllS5DNouO0mbAPL2R8C6_8=
Acer,1.7235275057806487,16,512,13.471188442504976,2.921716885543161,17573.057889351905,ad0b6a94d7f120ce1c29d76dcc09c259ed8724755c594d8d24dd39bf91265250,gAAAAABn8S9pujkm_wQzcso9DiKsKSTQ8NiYVwy2auTga8zqTl85dUliLvlu1o9SRGg4VsJ1mRw6ezsjkMNm47-CEGdGTYt2O3xcuX7-T6Qvm4F7toC6qD4=
Asus,2.543951939462321,8,512,15.521567784474517,3.110073572428448,16968.45371903162,7af1d232209613505e05ce5a23e4b8901f3f82e5d3d1b8765c79d8209ec21586,gAAAAABn8S9pfik21BIgO_HKy2NTBAWhCo-lR_6RS5YbsbzB4D5lvltMdqNP0nlJEPXnVGbKaLwtx1QIjIIUtK12XzHfr7ZGSZOAkMOu33OLYGab-lP3RkY=
Acer,3.697795768905412,16,512,12.222002826636109,3.651415331308821,17844.559013165475,badb06d23a72215a83346dd4af73b01a515211dba2b13723b721b89abf64eb3b,gAAAAABn8S9pliGgMhR6vJMKYzMvVeDLqyrdIF1OnZqJCka5XxXAuqzl_RNHHdCE2SvfW970s7LaNfZQGLNoelRFCCSL8ZT7qkhaNZZzjrekytp2HeAKBfI=
Lenovo,3.8618300557285257,8,256,12.965312991080795,4.3700445246796455,9905.976594804111,5b301d2480757439f4e2a854d09b9282dc0a1f86a7075fb6eeec535dd60c28b2,gAAAAABn8S9pcanK8vnFwJqih1Fkw4xoB06SCSZIVcZp6olH89C9eZfftAL1R-ZZyIrsv1FvXBYHCLEdzY_e25kNdaUzspf2Q2aOVKWGvcuRHO0ODnANw_M=
Asus,2.6685037781246743,32,1000,14.280111530595732,2.953947654021005,32812.68702948411,9f36b48f17ef8eaa3b95e19e4a9d8248474fc8567b89dae0b5571b1e097c479c,gAAAAABn8S9pAXTjRf_389y37_IpZr5s-M-gQ40K3AyDhPlksF-nuWleGy-Royb_foj2NhscnD9cShwoYy9XXrsH6HTTrTTc_d3iuk5D7GFeq2J5-QhKVH4=
Lenovo,3.0335284730267693,4,1000,14.45245632371689,3.739193498402576,31446.721179529304,773351cd150d8653fe2c0da434a0bddd87d8ee172ca991de410665d2f52a359c,gAAAAABn8S9pLt8udgzYgcw_uym9sXYtgOhCsB2uLVa2y0KlsouyB8AVoMyZ2wFUlLKNTd3bkI_j-kWjkHSHEgkHhInM7j6j-_bvZ3fmDCUOe2fkri_KZjo=
Dell,1.917584865230188,32,512,11.132848852835776,3.0368749807292046,17999.390306277077,d69af69591fdaff519af85b7fb4954f80531f568cccc80287f2cd721e09f0f38,gAAAAABn8S9p6tLP2Qb1DBTeGf5ZosKG2D7rHHL-ABg-Wrv-_yOMMEdF5CPriQWu-mVJQ-TXpb8VnEAnasKzSelcXkD3oz7IefsK_kT7Cm1Lm41Lna3EevE=
Dell,3.9779215653424416,8,512,16.67068513253605,4.4473082139053215,17328.134576567532,15c63d5c0b3abaf8eb14dab36396e9db0567c27f321da903fcee0d83a8c24a99,gAAAAABn8S9px4QtxYD3WG4z17p4t1c0Cc1ckArQuEMKiol9bxjoa3x-yFJWcpdcB5IRkDXyQlwIq_VmSjug5hWnnmokf0uv3gZyvtmdv-9yxKiqJ2tvB3U=
Asus,2.0791792534586087,8,1000,15.17976362730434,3.400184281303851,31803.593813995874,a9c56ef2a95ba862027b405219258c3ceb9bd062da949ec5032a60a06fbcbb8b,gAAAAABn8S9pLWvV0HoR5jiXdXg1GheyuONC_R4hfjP95Im6JmES7HwWIhPNKgtwKPH-uvQ-KPQGxl-KmFfp_Hj2TPymASjiCxcfifQHuWvUC6cFLch7oK0=
Asus,3.856829435337814,8,1000,13.974222501391344,2.230168480558656,31773.80361638789,8439525bd59d5c86f2ec2ca1928d2be7b2ec9e8d52e76a70ac3f39ea86bd51e3,gAAAAABn8S9p97zSgGHixqGggD3wRkPA5slWZqeR52O5uXEF2XuJ1AlguQ2TZqiHhhBw_PfLDu9S9RI7mMKVJoZX04qihPrH5Gioqz6_3vVuq8LO3Z-sLSQ=
Acer,3.124116622480921,4,512,16.598763406449848,2.498157564444609,17299.430104201827,2937d9b85d0d725eec9365694e570939fe11ce836d99b9206f598e391ae769b9,gAAAAABn8S9peT1Rt80JX131JNhHcrWOnVAiXPb1Km2SQk-WYHzYBk6pL7eCmBhcSllZFB6JTQKLFQDbe1BQwg-R7Wg7K4QU4xPoQsOGM5mlY3vLzLUSO-s=
Acer,3.019341987197148,16,512,13.634573391504972,2.183314002858897,17354.575214695695,e0a2d7a3a48613ed915d1d22c3704bb1dc44b1d7aafb28999c16095ceaaf741a,gAAAAABn8S9phw6FBz93AlicvGK6MSAKpOMMs-wUXiGrj0JGpmGjNW5gNZXZmgo9GJkC1RK-dxgeVXaIBXfELvu85ioD4vsQgL-UVDHlqG2zrRJtEFk1cww=
Lenovo,2.7817212775412714,32,1000,16.88261342162223,3.497908838042976,32706.13245163676,5b11cf934c271e5c5ed4c3287df2659bb604fa17612889def3e800a6c94c8bd2,gAAAAABn8S9ptXQhiQ1fhCrRmygd6jte-USyZTPBQD5Kk01-wVFwWc-686dk2GMGq8bfk_E2-zdNccE5MHi8JwMY4K7WkXTQ-yfM11GRRi6RHLdlmf8Oo4U=
